name,oracle_id,cmc,type_line,mechanics_count,is_infinite_combo
"Will, Scion of Peace",4ecb8653-db8c-468a-853d-420ff62a7a8a,3.0,Legendary Creature — Human Wizard,3,True
"Venser, Shaper Savant",0f41cefc-d6ff-4db7-ba35-502b7e081de1,4.0,Legendary Creature — Human Wizard,2,True
Coral Atoll,3f347ebf-e0d2-4ae0-ad84-df7a460404e0,0.0,Land,1,True
Tranquil Thicket,9f8fe514-77ed-41b4-a6f3-c6f095bb97be,0.0,Land,2,True
Glint-Horn Buccaneer,64ad5657-78e9-4f34-8877-18c4f51fff9a,3.0,Creature — Minotaur Pirate,3,True
Teferi's Protection,0d4ecdb1-ec90-497f-a7a4-1c68092b8757,3.0,Instant,3,True
Puresight Merrow,012c665c-24b1-49d6-b575-2b4ee1c3a833,2.0,Creature — Merfolk Wizard,2,True
Lich's Mastery,785c306c-471c-4699-8ab2-43c253d569cf,6.0,Legendary Enchantment,2,True
Hangarback Walker,dde55256-5259-44e7-a267-fca45a7f0d04,0.0,Artifact Creature — Construct,3,True
"Ovika, Enigma Goliath",b05a2b5f-1b5c-4f1b-8a6b-525c5c8b8ba1,7.0,Legendary Creature — Phyrexian Nightmare,5,True
Cyclonic Rift,d75b9c82-1b49-4c3e-a1b5-aeef57d6644b,2.0,Instant,2,True
Paradise Druid,e119869d-1f66-402b-8251-d351965cf0d3,2.0,Creature — Elf Druid,1,True
Maze of Ith,38a12bd7-4394-44a8-91a0-6a4ff7fa4f71,0.0,Land,1,True
Blossoming Tortoise,5e1bf23b-7fb0-45ff-8544-fce9fa3eba00,4.0,Creature — Turtle,2,True
"Jaxis, the Troublemaker",764121bf-535d-40d0-ab9d-65486da31734,4.0,Legendary Creature — Human Warrior,7,True
Cathars' Crusade,cc65ac73-5bef-4ecb-ad8e-39199084c027,5.0,Enchantment,1,True
Nadir Kraken,5a73d439-bd78-42e1-90ae-eedd30536881,3.0,Creature — Kraken,2,True
Flare of Fortitude,4ff07b7c-e97a-4b57-bcf1-2f22c37a8bd6,4.0,Instant,3,True
Arcane Laboratory,f5e3c26c-c28c-455f-a682-2597e4b92d10,3.0,Enchantment,1,True
Claws of Gix,c4d384d7-f294-4b2d-9971-a4689c150255,0.0,Artifact,1,True
Smothering Tithe,153376c9-dffd-458c-8ce3-a4c8269bc4e9,4.0,Enchantment,3,True
"Teysa, Orzhov Scion",8191342b-b25e-4c4d-8f69-aee662148ff4,3.0,Legendary Creature — Human Advisor,4,True
"Elenda, the Dusk Rose",ce35f262-b93f-4409-8b33-26a7ed7abac8,4.0,Legendary Creature — Vampire Knight,3,True
Rasputin Dreamweaver,fef452ee-9018-4175-bb79-476544e48433,6.0,Legendary Creature — Human Wizard,1,True
Bishop of Wings,af4684cf-f109-44be-adfb-7c551a36635e,2.0,Creature — Human Cleric,2,True
"Aurelia, the Warleader",0f5a3a09-2f07-4774-9e0f-e99d9a444166,6.0,Legendary Creature — Angel,4,True
Goblin Chieftain,368b4052-174e-4458-a6e6-eaf8093aa0fe,3.0,Creature — Goblin,1,True
One with the Multiverse,06bb4272-25d1-46db-8585-15f919267e1e,8.0,Enchantment,2,True
"Inalla, Archmage Ritualist",21bdba6e-3f9d-4ead-8212-0cbb0ce7f8cc,5.0,Legendary Creature — Human Wizard,5,True
"Tamiyo, Collector of Tales",75d56a0a-2f64-4e80-b83e-85942d3e6dd7,4.0,Legendary Planeswalker — Tamiyo,3,True
"Alesha, Who Smiles at Death",6969a7e2-6866-4001-a139-24b3be13deae,3.0,Legendary Creature — Human Warrior,1,True
Nim Deathmantle,66d41377-626d-4ae6-ba86-17bf0c8b3362,2.0,Artifact — Equipment,3,True
"Toxrill, the Corrosive",c71b2325-bde6-4364-a93b-8477ffeb25d8,7.0,Legendary Creature — Slug Horror,3,True
Fertile Ground,cf14d4e5-5965-45ad-97f7-26facf2884b5,2.0,Enchantment — Aura,1,True
Basri's Lieutenant,57d0c688-6206-4c83-9fcb-27fd29e2a9ed,4.0,Creature — Human Knight,4,True
Storm King's Thunder,f5c5f462-10fa-422a-90da-07f46257f22f,3.0,Instant,1,True
Grim Haruspex,72aef1d8-11df-4bc2-af83-907b05df73a8,3.0,Creature — Human Wizard,2,True
Lich's Mirror,e81da4a7-4b03-4107-b7d9-4b635faa615d,5.0,Artifact,1,True
Tranquil Thicket,9f8fe514-77ed-41b4-a6f3-c6f095bb97be,0.0,Land,2,True
Ivy Lane Denizen,a5da5ad6-4ed2-4041-a983-76a8c87fa109,4.0,Creature — Elf Warrior,1,True
"Elesh Norn, Grand Cenobite",958d71ff-c9f7-46f0-96ca-79e7f4d65a16,7.0,Legendary Creature — Phyrexian Praetor,1,True
Wild Mongrel,e9441ab3-7a17-4f9b-a873-e5e82f6e9690,2.0,Creature — Dog,1,True
Zealous Conscripts,1dae6f39-2cbd-485c-b190-017a26401fd4,5.0,Creature — Human Warrior,2,True
Approach of the Second Sun,e4125377-34c0-4b54-bdf8-4e88f5d24565,7.0,Sorcery,1,True
Elvish Harbinger,28ddc23c-5b0b-4747-9a33-6845acf27bec,3.0,Creature — Elf Druid,2,True
Aethertide Whale,53b2c8f2-db9a-4ab0-a4e8-17385b2fa3bd,6.0,Creature — Whale,1,True
Fanning the Flames,1d5f0a1c-88e0-4603-97af-8ed47766812e,2.0,Sorcery,2,True
Commander's Sphere,0b67c4e2-f88b-4e01-85a1-9d5f5b8db13b,3.0,Artifact,1,True
Dreamstone Hedron,0e2575be-c596-4c8c-bf07-7941ca065721,6.0,Artifact,1,True
Deeproot Pilgrimage,188656d8-4ea8-4e58-88da-b010a16eb6f2,2.0,Enchantment,2,True
Hangarback Walker,dde55256-5259-44e7-a267-fca45a7f0d04,0.0,Artifact Creature — Construct,3,True
Blightsteel Colossus,e80772e2-8623-4094-81a2-70828b2b151c,12.0,Artifact Creature — Phyrexian Golem,5,True
Zendikar's Roil,a842cc2b-52eb-4dc5-86c6-6575c2ed913d,5.0,Enchantment,2,True
Rite of Replication,fb60739e-1dc3-481d-a056-ad72e665c680,4.0,Sorcery,3,True
Clockspinning,3e1b32a9-27a4-4550-a644-ebe254e1f512,1.0,Instant,3,True
Scrap Welder,4ebce651-ef95-4a96-b720-a23757d641c8,3.0,Creature — Goblin Artificer,2,True
Nadir Kraken,5a73d439-bd78-42e1-90ae-eedd30536881,3.0,Creature — Kraken,2,True
Nuka-Cola Vending Machine,6cfb03e5-aca6-4fe2-a3f1-93e1f0cbf9e1,3.0,Artifact,4,True
Walk the Aeons,0ec36301-6282-49d4-85ea-6a46708e2f60,6.0,Sorcery,3,True
"Blim, Comedic Genius",c7cf9574-e2cf-4137-a224-73f76c5d11d7,4.0,Legendary Creature — Imp,1,True
Blossoming Tortoise,5e1bf23b-7fb0-45ff-8544-fce9fa3eba00,4.0,Creature — Turtle,2,True
Vampiric Tutor,ededbdae-d9dc-4206-9335-d7158f2d7700,1.0,Instant,1,True
"Olivia, Crimson Bride",8922a91e-3d15-4351-8d77-e0d6bc4de82e,6.0,Legendary Creature — Vampire Noble,3,True
Firewake Sliver,b5a3c09d-e822-4e26-b569-7f5830a39e6a,3.0,Creature — Sliver,2,True
Nevinyrral's Disk,96230edf-568a-47dd-b877-9d92aa58fac8,4.0,Artifact,1,True
Hedron Archive,32263baa-d3f0-463f-92b3-4e9938476add,4.0,Artifact,1,True
Fraying Sanity,ab4e9284-7904-413e-97b0-69793be79cc5,3.0,Enchantment — Aura Curse,2,True
Staff of Domination,d7888719-647d-4022-a211-822fa09f0791,3.0,Artifact,2,True
"Minamo, School at Water's Edge",17784f90-89a1-47a5-83ef-ae60dfc30bd1,0.0,Legendary Land,1,True
"Chatterfang, Squirrel General",f15b3b76-d38a-48db-bb44-3296183c8641,3.0,Legendary Creature — Squirrel Warrior,3,True
Fake Your Own Death,ad01df89-29fe-44c7-a133-91425f8ff09c,2.0,Instant,3,True
The Eternity Elevator,11323af4-b8b8-4ca9-932f-377c7fd77dea,5.0,Legendary Artifact — Spacecraft,2,True
Animate Dead,c0d8fef4-65f4-4769-982d-b397d2b7e977,2.0,Enchantment — Aura,2,True
Synth Infiltrator,3d3553df-0036-47d9-b0e3-4a3261a0f73c,5.0,Artifact Creature — Synth,3,True
"Urtet, Remnant of Memnarch",6222fccf-fc08-4190-8d40-a56d6d1423df,3.0,Legendary Artifact Creature — Myr,4,True
Revel in Riches,cc3fcd26-c088-4335-9a35-0e11019e3d5b,5.0,Enchantment,3,True
"Jace, Wielder of Mysteries",5277a68e-1ceb-4b40-8e10-3d0564f5d7be,4.0,Legendary Planeswalker — Jace,1,True
"Silas Renn, Seeker Adept",0dc78b1e-581e-4f28-bf35-e2082553d6a9,3.0,Legendary Artifact Creature — Human,3,True
Glorious Protector,6bdc4996-f7d9-4dc4-b70a-aa63f6816b1d,4.0,Creature — Angel Cleric,4,True
Icewind Stalwart,9ad12c75-e97d-404a-bfa9-26ff1d0bb506,4.0,Creature — Tiefling Warrior,2,True
"Garruk, Primal Hunter",298a7e1a-b254-442e-bc1d-2a3e5296d849,5.0,Legendary Planeswalker — Garruk,1,True
Myr Battlesphere,c53ba31a-ba27-4e17-9a92-311acb1cab29,7.0,Artifact Creature — Myr Construct,2,True
Extraction Specialist,4164034a-5e59-4e40-a150-2c1000b0bd0d,3.0,Creature — Human Rogue,1,True
Brion Stoutarm,b816b3cc-ae4b-4fb7-8b1a-e01ab83459a3,4.0,Legendary Creature — Giant Warrior,2,True
"Avacyn, Angel of Hope",216cb26e-8da9-478b-bfbc-8030f7adee72,8.0,Legendary Creature — Angel,3,True
Crucible of Worlds,33c722cf-b4bf-431f-aefd-ee96241a7fbf,3.0,Artifact,1,True
Stasis,a8cf1379-0195-4e11-b994-481ef1284245,2.0,Enchantment,2,True
Last Voyage of the _____,54ddf766-b528-488d-9b98-8a101bdb5de9,4.0,Enchantment,3,True
Frantic Search,16e015b2-f8a3-4b1a-80be-58a8f5fb5e8c,3.0,Instant,2,True
Fraying Sanity,ab4e9284-7904-413e-97b0-69793be79cc5,3.0,Enchantment — Aura Curse,2,True
Kiora's Follower,22c044ad-77d7-4c93-953d-e2daa9686ff7,2.0,Creature — Merfolk,1,True
Aetherstorm Roc,06f09e5a-5cfb-437f-9dd1-1682d71f4e7f,4.0,Creature — Bird,3,True
Reckless Barbarian,a621ae15-122a-4e11-bfcf-11dfc09784c0,2.0,Creature — Dragon Barbarian,1,True
Rising of the Day,434a20f8-3f87-4004-9155-0f196fc2257e,3.0,Enchantment,1,True
"Liliana, Dreadhorde General",5e958212-6a5b-4288-8d31-f1572619d7dc,6.0,Legendary Planeswalker — Liliana,1,True
Hazoret's Monument,f02a4cbf-f0bb-4bc7-99c2-6afa1b41ebb8,3.0,Legendary Artifact,2,True
Sakura-Tribe Elder,e3afc704-220f-498f-9eaa-0821b17dc24c,2.0,Creature — Snake Shaman,2,True
Vesuvan Shapeshifter,ec577886-fb25-455b-9c3d-5fd610959436,5.0,Creature — Shapeshifter,1,True
"Saheeli, the Sun's Brilliance",5aa76c5d-8046-42ce-b61d-cc9b4806c11a,2.0,Legendary Creature — Human Artificer,3,True
"The Master, Formed Anew",e7828284-543d-4f8b-9c5e-a8f082010398,2.0,Legendary Creature — Time Lord Rogue,3,True
Cyclonic Rift,d75b9c82-1b49-4c3e-a1b5-aeef57d6644b,2.0,Instant,2,True
High-Society Hunter,0dc158ba-7ec8-4558-91f5-0a87ef8380d4,5.0,Creature — Vampire Noble,3,True
Karmic Guide,8c31fec9-e4b3-4761-990e-7be38eb05604,5.0,Creature — Angel Spirit,4,True
Phantom Train,a0c4eb78-bee0-42c6-ab1e-64bacde87960,4.0,Artifact — Vehicle,3,True
The War Doctor,d97553bf-6763-4a7b-8d82-1b438a22aa62,4.0,Legendary Creature — Time Lord Doctor,2,True
"Be'lakor, the Dark Master",3690ca72-c925-42ab-acc2-7cc1fda05789,6.0,Legendary Creature — Demon Noble,1,True
Rude Awakening,685a7f67-6809-4386-990f-c52d1846a584,5.0,Sorcery,2,True
Karn's Temporal Sundering,5afbd367-19c7-418f-994d-a7958fb1c4ae,6.0,Legendary Sorcery,2,True
"Niv-Mizzet, Visionary",d9f1dc61-831e-4244-a2da-aa9da6fd5b50,6.0,Legendary Creature — Dragon Wizard,1,True
Puresteel Paladin,74a62c7b-4753-4af2-b7a1-9a4ae8988801,2.0,Creature — Human Knight,2,True
"Brudiclad, Telchor Engineer",a7ac5d98-805e-4212-be94-333a0c0c44a7,6.0,Legendary Artifact Creature — Phyrexian Artificer,2,True
"Kozilek, Butcher of Truth",7b8528b0-71eb-4c9e-bed9-aa2d2e84038f,10.0,Legendary Creature — Eldrazi,2,True
Shield Sphere,df9ec9b0-be22-4136-923b-11a71ca4b6c2,0.0,Artifact Creature — Wall,2,True
Hell's Caretaker,2f0d797e-d897-453d-92b6-a90e1a548dc5,4.0,Creature — Horror,2,True
"Ulalek, Fused Atrocity",9f6828e3-39d9-45d9-9bf1-0e3737a0321e,5.0,Legendary Creature — Eldrazi,2,True
Tireless Provisioner,ab8d5f5c-1976-4f77-8ed2-8d28ee666741,3.0,Creature — Elf Scout,5,True
Angel of Glory's Rise,c6a606af-ea08-4cd9-bfd9-60d76e232e85,7.0,Creature — Angel,2,True
Nantuko Husk,0dcefc00-9425-43e3-bd47-1e34fff8b0e2,3.0,Creature — Zombie Insect,1,True
Mechanized Production,39d8406a-90c3-460c-b4e8-0f590573db51,4.0,Enchantment — Aura,2,True
Forensic Gadgeteer,9d5917d5-4fb3-4f37-9278-e08c1f73aae5,3.0,Creature — Vedalken Artificer Detective,5,True
Syphon Sliver,61f18560-8f26-4d7b-a6f8-ec388766123b,3.0,Creature — Sliver,1,True
"Urtet, Remnant of Memnarch",6222fccf-fc08-4190-8d40-a56d6d1423df,3.0,Legendary Artifact Creature — Myr,4,True
Dual Casting,4d22b01b-63dd-4698-a221-0acaefb2000b,2.0,Enchantment — Aura,1,True
Cyberdrive Awakener,126a5d0b-e7d6-458e-87af-47d845678014,6.0,Artifact Creature — Construct,1,True
Goblin Charbelcher,c9b1557b-70b1-44f2-9fc2-7aa0b035b187,4.0,Artifact,2,True
"Grolnok, the Omnivore",53029460-50a0-4934-8fa9-0271517cd5d0,4.0,Legendary Creature — Frog,5,True
Mystic Forge,994bc16d-fdc6-475c-96df-beeb4d5aa03e,4.0,Artifact,2,True
High Market,86fb3749-37d6-48a6-8524-71e996850307,0.0,Land,1,True
Life from the Loam,ac8fba34-512c-4f24-999a-ab72f1ce4acb,2.0,Sorcery,2,True
Psychic Corrosion,328b42f1-d679-4f9c-80e3-38fe3b965d10,3.0,Enchantment,1,True
Quietus Spike,0ff0a309-9b4a-4f9e-9ea6-c4d07906ebec,3.0,Artifact — Equipment,2,True
Bastion of Remembrance,c7f33cea-2ec8-4081-9208-a5b1d86721b3,3.0,Enchantment,1,True
Vorpal Sword,61bfab3f-d8f0-4ff5-9ddf-3fd605070c8f,1.0,Artifact — Equipment,2,True
"Aurelia, the Warleader",0f5a3a09-2f07-4774-9e0f-e99d9a444166,6.0,Legendary Creature — Angel,4,True
"Alesha, Who Smiles at Death",6969a7e2-6866-4001-a139-24b3be13deae,3.0,Legendary Creature — Human Warrior,1,True
"Umbris, Fear Manifest",af31febb-af53-4b48-b930-9e1f9e5d8f26,5.0,Legendary Creature — Nightmare Horror,1,True
Tranquil Thicket,9f8fe514-77ed-41b4-a6f3-c6f095bb97be,0.0,Land,2,True
"Gorion, Wise Mentor",195bd8fe-581c-44ed-b7f8-e800df3502ff,3.0,Legendary Creature — Human Wizard,2,True
Smothering Tithe,153376c9-dffd-458c-8ce3-a4c8269bc4e9,4.0,Enchantment,3,True
Nantuko Husk,0dcefc00-9425-43e3-bd47-1e34fff8b0e2,3.0,Creature — Zombie Insect,1,True
"Ajani, the Greathearted",f5d9be71-91d0-4166-ba58-cbbf5d490c40,4.0,Legendary Planeswalker — Ajani,2,True
"Yuriko, the Tiger's Shadow",a7043fbd-1dfd-42cf-be4b-cc343d0949e5,3.0,Legendary Creature — Human Ninja,3,True
Stunt Double,a7ff1b64-8eab-4309-892c-17a619cd302e,4.0,Creature — Shapeshifter,1,True
"Ugin, the Ineffable",18bdc181-9592-4147-81fb-7f83ce137f70,6.0,Legendary Planeswalker — Ugin,4,True
"Vihaan, Goldwaker",0613a0d8-f6bc-41ca-8070-b2506f756fc8,3.0,Legendary Creature — Dwarf Warlock,2,True
Benthic Biomancer,b9000917-4f09-42f4-ae85-fc1ac7571d93,1.0,Creature — Merfolk Wizard Mutant,3,True
"Derevi, Empyrial Tactician",afa49a09-146f-4439-850e-dd1938c93cef,3.0,Legendary Creature — Bird Wizard,3,True
Evil Twin,da17da9b-f300-4613-978b-ba3026d4e275,4.0,Creature — Shapeshifter,1,True
"Teferi, Time Raveler",ae7604bb-4818-45a3-960c-cf3d83f15964,3.0,Legendary Planeswalker — Teferi,2,True
Opposition Agent,1f438b8f-fe23-4f3b-ab2e-f6c33676c462,3.0,Creature — Human Rogue,4,True
Estrid's Invocation,7f5f10ee-6428-4053-8824-3bc70420ec2c,3.0,Enchantment,1,True
Basilisk Collar,f5f4dd28-f4ae-4d39-b9b8-6ebfd63c93fe,1.0,Artifact — Equipment,5,True
Unearth,4e0b647a-6e1a-421b-bca9-8d5e346bda80,1.0,Sorcery,2,True
"Nissa, Resurgent Animist",c1fc5923-c3cd-448a-98d1-c154661c2812,3.0,Legendary Creature — Elf Scout,2,True
Quest for Pure Flame,71220cc2-5f3d-4c97-ae66-05b1b79adef1,1.0,Enchantment,3,True
Wild Growth,706ae742-1807-44b7-a4fa-f2e26f61519a,1.0,Enchantment — Aura,1,True
Master of Cruelties,d135c457-9be5-4a6e-a6fb-5b35cfb70cb0,5.0,Creature — Demon,2,True
Nadir Kraken,5a73d439-bd78-42e1-90ae-eedd30536881,3.0,Creature — Kraken,2,True
"Vihaan, Goldwaker",0613a0d8-f6bc-41ca-8070-b2506f756fc8,3.0,Legendary Creature — Dwarf Warlock,2,True
"Realmbreaker, the Invasion Tree",77398866-eebb-4091-b566-7726f8194a59,3.0,Legendary Artifact,4,True
Colossification,05c5ee65-651b-4bfb-b57f-305026507135,7.0,Enchantment — Aura,2,True
Lurrus of the Dream-Den,3bc757c1-3adb-4321-8832-8e1cc9e687f7,3.0,Legendary Creature — Cat Nightmare,3,True
Xathrid Necromancer,a6b38874-c8be-47f7-a656-ba49ec9e967f,3.0,Creature — Human Wizard,1,True
Platinum Angel,b148578c-c0bf-4785-b97c-4b6f83028008,7.0,Artifact Creature — Angel,1,True
"Urza, Lord High Artificer",e87906d2-db1a-4e19-b910-adb4eb339945,4.0,Legendary Creature — Human Artificer,5,True
Commander's Sphere,0b67c4e2-f88b-4e01-85a1-9d5f5b8db13b,3.0,Artifact,1,True
Animate Dead,c0d8fef4-65f4-4769-982d-b397d2b7e977,2.0,Enchantment — Aura,2,True
"Orvar, the All-Form",276c4643-13ad-43bf-840b-08c025ebc065,4.0,Legendary Creature — Shapeshifter,4,True
Jhoira's Familiar,df4b5f7b-9d83-49b1-bd5e-77d0652eb34c,4.0,Artifact Creature — Bird,2,True
"Roxanne, Starfall Savant",11765eaf-87a1-48bd-90c1-7a5f21be5918,5.0,Legendary Creature — Cat Druid,2,True
Horseshoe Crab,793f29ac-8a5d-49bf-91e8-a32f771268f3,3.0,Creature — Crab,1,True
"Kykar, Wind's Fury",71a80491-eea2-4661-9446-26a87efbf4a8,4.0,Legendary Creature — Bird Wizard,4,True
Promise of Bunrei,6158ab85-a929-472c-9618-8e76d2d4b228,3.0,Enchantment,2,True
Altaïr Ibn-La'Ahad,43dc4b0c-e437-4abc-a3fb-48bd3098de88,3.0,Legendary Creature — Human Assassin,4,True
Surly Badgersaur,0209dc74-ac49-4deb-907a-e9fa49d27a0f,4.0,Creature — Badger Dinosaur,6,True
Scroll Rack,648bd03d-247e-4d6f-87a9-12a67688cbf5,2.0,Artifact,1,True
Orzhov Enforcer,f60b879e-82b4-442d-a544-2349429fe4c9,2.0,Creature — Human Rogue,4,True
Maskwood Nexus,9b2cdbed-c733-409b-b0e4-2c8960c25111,4.0,Artifact,2,True
"Adrix and Nev, Twincasters",12a6cad9-eb42-43bd-9e68-aaf862cd83db,4.0,Legendary Creature — Merfolk Wizard,2,True
Skirk Prospector,c18013e4-0b99-44e3-a2b2-027ace68723a,1.0,Creature — Goblin,1,True
Architect of the Untamed,be6cab52-b3ae-46a2-a581-2468a49bff25,3.0,Creature — Elf Artificer Druid,3,True
Aggravated Assault,20129459-a386-41eb-899d-1aede3427300,3.0,Enchantment,2,True
Nature's Chosen,7f425406-2746-45a1-86bf-f9645015ffc2,1.0,Enchantment — Aura,4,True
Captain's Hook,25143290-2dd5-4def-a857-a1db6d3ed2eb,3.0,Artifact — Equipment,3,True
Out of Time,8491de1e-dc37-4a89-b4f7-56a2c668f0fc,3.0,Enchantment,4,True
"Vraska, Betrayal's Sting",05d09c55-f551-4cb4-a8d2-4811dccc848d,6.0,Legendary Planeswalker — Vraska,4,True
Overgrown Battlement,585f62dc-4461-42f1-a3a4-b19a1e550d2d,2.0,Creature — Wall,1,True
Ephemerate,0fd57894-b917-41c8-a394-360d1d31b236,1.0,Instant,3,True
"Niv-Mizzet, Parun",33666a98-812f-4892-9f8d-33e0cbecc340,6.0,Legendary Creature — Dragon Wizard,1,True
"Tatyova, Benthic Druid",0715e860-3b3b-4331-9718-207973e94fee,5.0,Legendary Creature — Merfolk Druid,1,True
Harmonic Prodigy,2e2ace5b-4018-43af-8e72-ebafec1a7739,2.0,Creature — Human Wizard,2,True
Elvish Aberration,1d25b831-c1de-4f79-bbb3-1582eda96452,6.0,Creature — Elf Mutant,7,True
Mystic Forge,994bc16d-fdc6-475c-96df-beeb4d5aa03e,4.0,Artifact,2,True
Cybermen Squadron,8d035688-089f-4d5c-bcad-9140a6c1681b,7.0,Artifact Creature — Cyberman,3,True
"Purphoros, God of the Forge",4fdbbec2-e921-4b63-958d-f9ba1e417197,4.0,Legendary Enchantment Creature — God,1,True
Conjurer's Closet,cd1eda60-53e4-44d0-9b2c-7a57395e291f,5.0,Artifact,1,True
Cursed Mirror,4d67e2a7-4aa7-44cc-853b-500d7aac046d,3.0,Artifact,1,True
Orcish Bowmasters,ea5103f5-27e0-4eb1-902c-7f34652d6bf3,2.0,Creature — Orc Archer,2,True
Embalmer's Tools,5bb4ee32-11c6-4ed4-a071-c3cf48070fff,2.0,Artifact,3,True
Akroma's Memorial,967e8b3f-8266-4d9a-a38b-d0e10184e1e4,7.0,Legendary Artifact,6,True
Emeria Shepherd,473da1b6-232b-4428-a66d-30262246b47a,7.0,Creature — Angel,2,True
Captain Lannery Storm,235bf0ba-658c-463f-b112-7478ba27bd7b,3.0,Legendary Creature — Human Pirate,5,True
Colossal Grave-Reaver,df8e0d1b-b47c-4807-9c9b-84dcec835254,8.0,Creature — Dragon,2,True
"Havi, the All-Father",3f58e0f2-7cb5-4a82-b794-071f433fe583,6.0,Legendary Creature — God Warrior,1,True
"Ebondeath, Dracolich",1a6fce11-e77c-41f1-9ff7-9a93b18071db,4.0,Legendary Creature — Zombie Dragon,3,True
Everflowing Chalice,0a79237e-0811-4a8a-bd4d-db3ca91bff22,0.0,Artifact,3,True
Rampaging Baloths,2d3e6549-6cc6-434f-a189-ba3b55e64c34,6.0,Creature — Beast,3,True
"Mahadi, Emporium Master",1b3e841e-0f8f-467d-9983-f9b8d081a67f,3.0,Legendary Creature — Devil,3,True
Elvish Aberration,1d25b831-c1de-4f79-bbb3-1582eda96452,6.0,Creature — Elf Mutant,7,True
Soulbright Flamekin,7ea8426a-3b66-4fd0-9863-2b68d379671f,2.0,Creature — Elemental Shaman,1,True
"Silas Renn, Seeker Adept",0dc78b1e-581e-4f28-bf35-e2082553d6a9,3.0,Legendary Artifact Creature — Human,3,True
Twenty-Toed Toad,cce643fb-cd88-457c-8f13-c203554df675,4.0,Creature — Frog Wizard,1,True
"Inalla, Archmage Ritualist",21bdba6e-3f9d-4ead-8212-0cbb0ce7f8cc,5.0,Legendary Creature — Human Wizard,5,True
Charming Prince,c48d844c-3976-4fa5-8e0d-3f0e535e7619,2.0,Creature — Human Noble,2,True
Vigean Graftmage,4c209165-a159-4cd7-8e99-1e533d3a22a6,3.0,Creature — Vedalken Wizard Mutant,3,True
"Azusa, Lost but Seeking",6c2c8bf3-9bf8-4a86-89d3-3bb36260dc51,3.0,Legendary Creature — Human Monk,1,True
Diabolic Tutor,14589b6b-1814-46f9-a364-83cc15dacac2,4.0,Sorcery,1,True
The Masamune,89eb4c39-35ae-405b-8af4-779880cb11c9,3.0,Legendary Artifact — Equipment,2,True
"Betor, Kin to All",826a0db6-195a-4697-9bd6-f544b279e3cf,5.0,Legendary Creature — Spirit Dragon,2,True
Sigil Tracer,532ff38d-bf52-4e99-bf1c-254074e4d625,3.0,Creature — Merfolk Wizard,1,True
Cybermen Squadron,8d035688-089f-4d5c-bcad-9140a6c1681b,7.0,Artifact Creature — Cyberman,3,True
Wavesifter,d1ec1e4e-faa6-4afc-9e00-a3327105c11b,5.0,Creature — Elemental,6,True
Baral's Expertise,a1cdcb8c-1e12-4d39-aa4a-db678a80df9c,5.0,Sorcery,1,True
Orcish Bowmasters,ea5103f5-27e0-4eb1-902c-7f34652d6bf3,2.0,Creature — Orc Archer,2,True
Siege-Gang Commander,ddc7f59a-bbb1-4ba1-82c8-6813fd191940,5.0,Creature — Goblin,2,True
"Atraxa, Praetors' Voice",7e6b9b59-cd68-4e3c-827b-38833c92d6eb,4.0,Legendary Creature — Phyrexian Angel Horror,6,True
Repository Skaab,7932ddef-b274-4f56-be7f-72e82d17fc59,4.0,Creature — Zombie,2,True
"Llawan, Cephalid Empress",55f9a9a2-2842-4555-8b54-03aebc8d6fb8,4.0,Legendary Creature — Octopus Noble,1,True
Frantic Search,16e015b2-f8a3-4b1a-80be-58a8f5fb5e8c,3.0,Instant,2,True
Quantum Misalignment,197582b9-4c86-41a3-ad0c-789a0db8e087,5.0,Sorcery,4,True
Swords to Plowshares,b1544f21-7e98-461b-aed5-e748b0168c52,1.0,Instant,1,True
"Kalamax, the Stormsire",b8501a37-23e4-4873-80cb-d1c0f6c95155,4.0,Legendary Creature — Elemental Dinosaur,2,True
Cybermen Squadron,8d035688-089f-4d5c-bcad-9140a6c1681b,7.0,Artifact Creature — Cyberman,3,True
"Kaya, Geist Hunter",e0edb2fc-2533-407c-85e5-4337f4233f05,3.0,Legendary Planeswalker — Kaya,5,True
Zuran Orb,08cb8a30-9cb4-4517-bee5-8848aa60d1a2,0.0,Artifact,1,True
Diabolic Tutor,14589b6b-1814-46f9-a364-83cc15dacac2,4.0,Sorcery,1,True
"Krenko, Mob Boss",68418069-f615-40ef-ae0d-764192acae00,4.0,Legendary Creature — Goblin Warrior,1,True
Hellkite Charger,d4f28a4b-d821-4132-bdec-4c528318f8e2,6.0,Creature — Dragon,3,True
Realmwalker,b81eaa2f-0554-41c6-bdf6-d1cb73b8f56f,3.0,Creature — Shapeshifter,2,True
Tireless Tracker,e6555cca-e608-4c87-b835-9cd47fd1f543,3.0,Creature — Human Scout,5,True
Skirk Prospector,c18013e4-0b99-44e3-a2b2-027ace68723a,1.0,Creature — Goblin,1,True
Scytheclaw,a75ddd9c-2574-46e9-ac85-58082789ff3e,5.0,Artifact — Equipment,4,True
Scroll Rack,648bd03d-247e-4d6f-87a9-12a67688cbf5,2.0,Artifact,1,True
Kitchen Finks,5470dcfa-4eff-43da-abf7-19922841f719,3.0,Creature — Ouphe,2,True
"Selvala, Eager Trailblazer",95b20721-1af9-4f3f-a39b-7cd1d4ce0b20,4.0,Legendary Creature — Elf Scout,4,True
